Player,TEAM,College,Country,PIE_2017,PIE_2018,AGE,MIN_2017,GP,W,L,PTS,FGM,3P%,FTM,FT%,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Height,Weight,Draft_Number,%_Box_Outs_Off,%_Box_Outs_Def,%_Team_RebWhen_Box_Out,%_Player_RebWhen_Box_Out,ContestedREB%,DeferredREB_Chances,AdjustedREB_Chance%,AVG_REBDistance,PassesMade,PassesReceived,SecondaryAST,ASTAdj,AST_ToPass%_Adj,ScreenAssists_PTS,Deflections,%_Loose_BallsRecovered_OFF,%_Loose_BallsRecovered_DEF,ChargesDrawn,Contested2PT_Shots,Contested3PT_Shots,FGM_und_5ft,FG%_und_5ft,FGM_5_9ft,FG%_5_9ft,FGM_10_14ft,FG%_10_14ft,FGM_15_19ft,FG%_15_19ft,OPP_FGM_und_5ft,OPP_FG%_und_5ft,OPP_FGM_5_9ft,OPP_FG%_5_9ft,OPP_FGM_10_14ft,OPP_FG%_10_14ft,OPP_FGM_15_19ft,OPP_FG%_15_19ft,OPP_FGM_20_24ft,OPP_FG%_20_24ft,OPP_FGM_25_29ft,OPP_FG%_25_29ft,DEFRTG,NETRTG,AST%,OREB%,DREB%,eFG%,TS%,USG%,PACE,cluster_five,cluster_ten,cluster_fourteen
Joakim Noah,NYK,Florida,USA,11.4,14.2,33,5.7,7,1,6,1.7,0.7,0.0,0.3,50.0,0.6,0.3,0.3,0.7,6.1,0,0,0.0,83.0,230,9,50.0,50.0,71.4,57.1,50.0,0.3,60.9,3.3,11.0,6.9,0.0,0.6,5.2,1.1,0.6,0.0,100.0,0.0,2.1,0.4,0.3,28.6,0.4,100.0,0.0,0.0,0.0,0.0,1.4,71.4,0.9,40.0,0.4,30.0,1.0,66.7,0.3,28.6,0.6,26.7,86.2,-1.9,20.0,12.8,20.0,50.0,51.0,16.2,105.22,0,6,7
Jodie Meeks,WAS,Kentucky,USA,9.2,9.0,30,14.5,77,41,36,6.3,2.0,34.3,1.3,86.3,0.5,0.4,0.1,0.7,10.5,0,0,-2.0,76.0,210,41,2.3,97.7,90.3,9.7,15.1,0.3,65.6,9.8,12.8,16.1,0.1,1.1,8.3,0.2,0.6,32.4,67.6,0.01,1.3,1.4,0.6,67.2,0.2,43.3,0.1,28.6,0.2,36.6,5.5,65.4,1.0,40.1,0.8,44.4,1.1,42.4,1.4,38.2,2.2,36.7,109.2,-6.8,10.0,1.3,10.2,49.1,54.8,17.9,99.93,3,4,13
Joe Harris,BKN,Virginia,USA,8.9,8.9,26,25.3,78,27,51,10.8,3.9,41.9,1.1,82.7,1.2,0.4,0.3,2.0,18.3,2,0,-1.5,78.0,219,33,7.8,92.2,89.4,15.0,27.5,0.5,47.0,8.3,26.6,26.1,0.3,2.1,7.7,0.5,0.8,44.3,55.7,0.03,4.2,2.3,1.6,63.1,0.2,56.3,0.1,42.9,0.1,28.6,8.8,59.9,2.2,41.1,2.2,44.0,2.4,41.3,3.0,40.2,2.7,34.9,108.4,-3.3,10.1,2.4,10.1,61.2,63.4,16.1,100.59,3,4,1
Joe Ingles,UTA,None,Australia,10.7,10.4,30,31.4,82,48,34,11.5,4.1,44.0,0.8,79.5,1.9,1.1,0.2,2.2,25.8,4,0,3.2,80.0,226,61,2.5,97.5,89.3,13.6,14.0,0.3,63.1,8.6,38.7,42.1,0.5,5.7,14.7,0.8,2.3,36.7,63.3,0.0,2.7,2.9,1.2,61.7,0.2,36.8,0.1,36.0,0.1,30.0,10.6,61.2,2.3,37.9,2.2,36.8,2.6,40.4,3.5,39.5,3.4,35.9,102.4,5.3,22.2,1.0,12.5,60.9,62.3,15.6,97.56,1,2,8
Joel Embiid,PHI,Kansas,Cameroon,17.7,19.6,24,30.4,63,41,22,22.9,8.1,30.8,5.7,76.9,3.7,0.6,1.8,3.3,44.3,38,0,7.7,84.0,250,3,17.4,82.4,87.3,35.0,43.8,1.1,59.2,4.3,50.6,51.5,0.3,3.6,7.1,6.8,1.1,59.0,41.0,0.02,9.6,1.9,3.9,65.2,0.8,42.6,1.3,43.4,0.8,40.8,9.1,55.3,2.0,36.9,2.4,41.9,3.0,38.8,2.7,39.6,4.0,31.3,98.9,11.7,18.2,7.8,25.5,51.4,57.3,33.0,101.09,1,1,12
John Collins,ATL,Wake Forest,USA,11.9,13.6,20,24.1,74,21,53,10.5,4.2,34.0,1.8,71.5,1.4,0.6,1.1,2.9,25.0,11,0,-3.0,82.0,235,19,24.1,75.9,82.2,31.0,44.8,1.0,49.0,4.7,36.3,25.7,0.2,1.5,4.2,7.2,1.0,52.9,47.1,0.0,7.7,2.2,3.4,67.7,0.2,33.3,0.3,41.3,0.2,33.3,8.2,59.9,1.4,38.5,1.9,45.4,2.2,44.8,3.2,40.1,3.2,36.2,107.3,-6.2,9.0,9.4,20.1,59.1,62.0,17.4,99.88,3,8,1
John Henson,MIL,North Carolina,USA,9.7,12.7,27,25.9,76,39,37,8.8,3.8,14.3,1.2,57.0,1.1,0.6,1.4,2.7,24.1,10,0,2.2,83.0,229,14,16.2,83.8,85.2,29.9,47.8,0.5,56.2,4.5,21.4,18.7,0.1,1.7,7.9,5.8,1.5,54.3,45.7,0.0,7.9,1.7,3.0,64.8,0.5,44.1,0.1,44.4,0.2,34.3,10.6,60.6,1.3,36.6,1.6,40.7,1.6,37.9,2.2,37.9,3.5,35.0,106.3,4.9,8.3,8.3,18.5,57.3,58.2,14.9,97.18,3,8,2
John Wall,WAS,Kentucky,USA,13.0,12.3,27,34.4,41,23,18,19.4,6.8,37.1,4.3,72.6,3.9,1.4,1.1,2.0,41.8,19,0,3.1,76.0,210,1,0.0,100.0,94.1,11.8,6.7,0.7,44.5,11.3,54.2,69.5,0.7,10.5,19.4,0.2,2.7,34.0,66.0,0.1,5.4,1.8,3.4,59.3,0.3,34.4,0.3,29.5,1.1,30.7,13.6,62.2,1.7,36.0,2.1,41.0,2.6,37.8,3.0,33.9,4.8,35.2,106.1,3.8,42.5,1.6,8.8,46.6,51.5,28.1,100.44,1,2,8
Johnathan Motley,DAL,Baylor,USA,12.6,11.9,23,16.0,11,1,10,8.7,3.6,16.7,1.4,53.6,0.8,0.3,0.2,1.6,15.6,1,0,-1.5,82.0,230,61,13.5,86.5,93.1,34.5,34.7,0.4,55.1,5.5,17.2,15.8,0.1,0.7,4.2,3.0,0.5,100.0,0.0,0.0,3.3,1.0,2.5,68.3,0.4,30.8,0.3,50.0,0.4,50.0,6.0,69.5,0.9,32.1,0.9,55.6,1.5,41.0,1.6,34.0,1.7,29.7,104.3,-3.4,7.8,7.1,20.0,54.0,55.0,24.0,94.9,0,3,3
Jon Leuer,DET,Wisconsin,USA,7.0,9.1,29,17.1,8,5,3,5.4,1.9,0.0,1.6,86.7,0.9,0.1,0.4,2.0,11.7,0,0,1.5,82.0,228,40,4.9,95.1,84.0,16.0,37.5,0.6,46.4,4.8,22.0,15.6,0.3,0.9,4.0,3.0,0.1,0.0,0.0,0.0,2.8,1.1,1.3,62.5,0.1,20.0,0.5,66.7,0.0,0.0,6.3,63.3,1.8,43.8,1.0,42.1,0.6,26.3,1.3,29.4,1.6,26.0,94.9,1.8,5.1,4.9,17.9,41.7,50.5,15.1,104.64,0,6,6
Jonas Jerebko,UTA,None,Sweden,9.1,9.2,31,15.3,74,45,29,5.8,2.1,41.4,0.6,80.7,0.4,0.3,0.2,1.7,11.7,0,0,0.8,82.0,231,39,16.0,84.0,92.4,22.8,24.4,0.4,54.3,5.8,22.4,16.7,0.1,0.7,3.1,1.2,0.6,41.7,58.3,0.08,2.8,1.2,0.9,63.3,0.2,30.0,0.1,53.8,0.0,20.0,5.0,60.5,1.4,42.6,1.2,43.7,1.1,35.9,1.8,41.7,1.6,33.0,104.2,1.7,5.7,4.8,17.5,56.2,58.6,15.1,97.65,3,4,0
Jonas Valanciunas,TOR,None,Lithuania,15.1,16.9,26,22.4,77,56,21,12.7,5.1,40.5,2.2,80.6,1.5,0.4,0.9,2.5,26.9,26,0,2.9,84.0,255,5,33.7,66.3,83.9,42.1,44.7,0.8,56.7,3.9,35.3,24.0,0.2,1.3,3.6,5.0,0.8,60.8,39.2,0.04,9.9,1.1,3.4,65.8,0.8,45.3,0.3,40.4,0.2,70.0,8.0,59.1,1.6,34.5,2.0,41.0,2.1,42.9,1.9,35.8,3.0,39.2,107.2,5.6,7.5,10.6,26.3,59.0,62.8,22.2,99.04,3,1,12
Jonathan Isaac,ORL,Florida State,USA,7.1,8.2,20,19.8,27,11,16,5.4,2.0,34.8,0.7,76.0,1.0,1.2,1.1,1.8,16.8,0,0,-3.7,82.0,210,6,15.7,84.3,91.8,22.4,41.4,0.5,49.5,4.5,20.9,13.3,0.1,0.8,3.9,1.1,2.2,25.0,75.0,0.15,5.6,1.7,1.1,72.5,0.1,40.0,0.1,16.7,0.1,16.7,7.3,60.1,1.4,35.9,1.4,39.8,1.2,34.7,2.1,35.8,2.5,34.2,101.8,-8.6,5.3,2.9,14.1,43.4,46.5,14.9,100.23,0,6,6
Jonathon Simmons,ORL,Houston,USA,7.7,6.0,28,29.4,69,21,48,13.9,5.1,33.8,2.7,76.8,2.1,0.8,0.2,2.5,22.9,0,0,-4.3,78.0,195,61,9.6,90.4,84.2,5.3,27.6,0.4,50.7,8.6,26.2,34.5,0.2,2.9,10.9,0.4,1.7,40.6,59.4,0.07,2.6,2.4,2.5,63.9,0.6,36.7,0.4,36.2,0.6,41.1,12.4,64.0,2.0,36.1,2.2,46.3,2.3,41.0,3.4,40.4,3.6,35.5,111.4,-6.9,13.1,3.0,8.7,51.1,55.5,21.5,99.75,3,4,1
Jordan Bell,GSW,Oregon,USA,11.1,8.3,23,14.2,57,43,14,4.6,2.0,0.0,0.5,68.2,0.9,0.6,1.0,1.6,15.5,1,0,2.8,81.0,224,38,10.2,89.8,88.9,27.8,38.2,0.4,56.3,5.8,22.5,15.6,0.2,2.0,8.9,3.5,1.2,35.7,64.3,0.0,4.6,2.2,1.6,67.6,0.1,46.7,0.2,63.2,0.0,28.6,5.4,56.8,0.9,31.8,0.9,38.7,1.0,37.7,1.5,36.6,2.0,35.6,104.3,8.9,16.6,8.2,16.2,62.7,64.1,13.4,101.77,3,8,2
Jordan Clarkson,CLE,Missouri,USA,11.5,10.5,26,23.3,81,40,41,13.9,5.3,35.2,1.9,80.0,1.6,0.7,0.1,1.3,22.0,1,0,-0.5,77.0,194,46,9.2,90.8,93.2,11.0,23.0,0.4,48.8,8.6,25.6,35.3,0.3,3.1,12.3,0.4,1.1,48.4,51.6,0.0,3.2,2.3,2.1,59.8,0.4,40.3,0.6,44.2,0.6,40.6,9.3,60.7,1.4,37.0,1.5,42.6,1.5,38.5,2.2,36.0,3.4,35.6,106.5,-1.9,19.3,2.9,8.0,50.9,54.2,25.3,101.14,1,4,0
Jose Calderon,CLE,None,Spain,6.7,5.6,36,16.0,57,33,24,4.5,1.6,46.4,0.4,80.0,0.7,0.5,0.0,1.4,10.1,0,0,1.1,75.0,200,61,2.6,97.4,75.9,13.8,14.3,0.3,56.0,9.6,26.2,25.6,0.5,2.6,10.1,0.9,1.0,29.3,70.7,0.11,1.7,1.7,0.5,67.6,0.0,50.0,0.1,45.5,0.2,42.3,6.6,65.0,1.4,42.0,0.9,39.3,1.1,38.7,2.0,42.1,2.4,37.2,107.7,3.2,17.5,1.7,7.9,62.4,64.3,11.8,97.51,3,4,0
Josh Hart,LAL,Villanova,USA,8.8,6.3,23,23.2,63,27,36,7.9,2.8,39.6,1.0,70.2,0.7,0.7,0.3,1.7,17.0,8,0,-1.1,77.0,215,30,0.0,100.0,88.6,31.4,29.3,0.6,57.0,7.4,16.4,16.0,0.2,1.5,9.4,0.3,1.3,43.2,56.8,0.03,4.9,2.9,1.3,63.0,0.0,28.6,0.1,30.8,0.1,31.6,9.2,58.7,1.7,41.3,1.1,39.5,1.6,40.7,2.7,40.9,3.2,35.3,108.3,-1.9,7.6,2.8,14.3,57.3,59.6,13.3,100.37,3,4,13
Josh Jackson,PHX,Kansas,USA,7.2,7.3,21,25.4,77,19,58,13.1,5.1,26.3,2.3,63.4,1.9,1.0,0.5,2.8,23.5,5,0,-6.9,80.0,200,4,21.6,78.4,82.8,20.7,28.2,0.5,51.1,7.6,20.8,24.7,0.1,1.8,8.5,0.4,1.6,43.6,56.4,0.08,3.0,2.4,2.8,55.9,0.6,38.7,0.3,29.2,0.4,37.8,10.4,60.2,1.7,44.0,1.9,45.1,1.9,40.6,3.0,38.6,3.5,35.0,110.3,-11.7,10.5,4.4,12.3,44.8,48.0,25.3,103.23,3,4,1
Josh Richardson,MIA,Tennessee,USA,8.6,9.4,24,33.2,81,44,37,12.9,4.9,37.8,1.5,84.5,1.7,1.5,0.9,2.5,26.9,0,0,0.5,78.0,200,40,5.8,94.2,85.9,9.4,20.4,0.5,46.6,9.6,41.7,42.8,0.4,3.4,8.1,0.6,2.7,27.4,72.6,0.1,5.3,3.0,1.7,59.1,0.3,41.2,0.5,47.1,0.6,39.5,11.5,57.9,2.5,38.0,2.0,39.1,2.3,41.2,3.2,37.7,4.0,36.5,104.2,0.8,13.1,2.5,8.0,52.3,55.1,17.6,97.38,1,2,8
Jrue Holiday,NOP,UCLA,USA,11.8,12.7,28,36.1,81,47,34,19.0,7.6,33.7,2.3,78.6,2.6,1.5,0.8,2.5,37.7,8,1,3.9,76.0,205,17,6.0,94.0,81.4,16.1,24.4,0.6,49.6,8.8,54.8,61.6,0.7,7.0,12.8,1.0,3.2,46.6,53.4,0.02,4.5,4.3,3.7,63.4,1.0,48.0,0.6,42.5,0.7,54.4,13.4,60.6,2.6,38.6,2.5,41.2,2.9,37.8,3.8,34.8,5.2,35.0,104.5,4.9,24.3,2.2,9.5,54.3,57.0,22.5,102.25,1,2,8
Juancho Hernangomez,DEN,None,Spain,6.1,7.6,22,11.1,25,15,10,3.3,1.2,28.0,0.4,83.3,0.4,0.2,0.1,1.0,7.3,0,0,-1.0,81.0,230,15,18.2,81.8,58.3,41.7,44.4,0.3,60.0,5.6,10.4,7.8,0.1,0.6,5.4,0.4,0.5,50.0,50.0,0.04,2.3,1.5,0.6,63.6,0.1,33.3,0.0,0.0,0.0,0.0,4.4,61.4,1.0,45.5,0.7,35.6,1.2,50.0,1.9,51.2,1.2,31.8,109.2,-4.2,6.0,6.2,13.9,48.0,51.1,13.4,99.44,0,6,7
Julius Randle,LAL,Kentucky,USA,13.5,13.7,23,26.7,82,35,47,16.1,6.1,22.2,3.7,71.8,2.6,0.5,0.5,3.3,30.2,28,1,-1.0,81.0,250,7,18.6,81.4,86.1,37.2,39.3,0.7,56.2,5.4,34.1,32.2,0.4,3.0,8.8,4.5,1.1,60.0,40.0,0.02,5.7,2.7,5.1,66.3,0.6,35.3,0.1,37.9,0.1,23.5,10.8,60.3,2.1,41.1,1.5,40.1,1.9,39.6,2.7,36.7,3.7,35.7,108.4,-1.4,15.8,8.2,20.2,56.3,60.6,25.1,101.3,3,1,12
Justin Anderson,PHI,Virginia,USA,8.7,6.7,24,13.7,38,27,11,6.2,2.3,33.0,0.7,73.7,0.4,0.4,0.2,1.4,11.5,0,0,-2.2,78.0,230,21,7.4,92.6,90.0,25.0,34.8,0.4,55.8,7.1,13.4,13.9,0.2,0.8,6.3,0.3,0.7,66.7,33.3,0.05,1.6,1.6,1.2,63.0,0.0,0.0,0.1,28.6,0.1,62.5,5.0,63.4,0.9,31.6,0.8,35.9,1.1,37.9,1.3,37.7,2.1,32.8,105.4,-7.2,7.8,4.6,12.0,51.5,54.0,18.8,101.75,0,3,3
Justin Holiday,CHI,Washington,USA,6.9,6.8,29,31.5,72,24,48,12.2,4.0,35.9,1.9,82.3,1.3,1.1,0.4,1.9,23.5,2,0,-2.5,78.0,185,61,3.2,96.8,95.7,21.7,17.5,0.5,57.5,7.5,20.6,28.0,0.3,2.5,12.3,0.6,2.2,35.4,64.6,0.01,4.4,3.6,0.8,48.8,0.1,31.3,0.2,30.2,0.4,36.3,11.7,61.7,1.9,41.5,1.7,39.8,2.3,41.7,4.3,39.0,4.7,37.7,108.2,-4.0,9.7,1.3,11.4,47.4,51.3,17.7,100.42,3,4,1
Justin Jackson,SAC,North Carolina,USA,6.4,7.6,23,22.2,68,21,47,6.7,2.7,30.8,0.4,72.2,0.6,0.4,0.2,1.2,12.8,0,0,-3.5,80.0,210,15,5.1,94.9,82.2,20.0,20.9,0.2,58.8,7.5,19.8,17.9,0.2,1.3,6.5,0.3,0.6,35.9,64.1,0.0,2.5,1.9,1.0,74.4,0.3,42.0,0.3,46.5,0.2,30.6,8.1,62.2,1.6,43.2,1.1,40.8,1.3,39.4,3.1,38.7,3.1,37.3,108.8,-7.6,7.1,1.8,10.9,51.0,52.1,13.9,97.42,3,4,1
Justin Patton,MIN,Creighton,USA,5.7,5.1,21,3.7,1,0,1,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0,0,3.0,84.0,236,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,33.3,90.0,30.0,0.0,0.0,0.0,50.0,50.0,20.0,128.57,4,7,4
Justise Winslow,MIA,Duke,USA,9.2,9.7,22,24.7,68,33,35,7.8,3.0,38.0,1.0,63.5,1.1,0.8,0.5,2.1,20.3,2,0,0.4,79.0,225,10,10.6,89.4,91.8,29.5,36.5,0.8,51.0,6.0,36.7,26.9,0.2,2.4,6.5,1.7,1.5,35.8,64.2,0.01,4.1,2.9,1.8,54.7,0.3,30.6,0.1,22.6,0.1,27.8,8.3,58.0,1.7,34.0,1.3,38.2,1.9,44.6,2.7,37.9,3.0,35.9,102.9,1.0,13.4,3.7,17.8,47.4,49.6,15.8,97.72,3,4,13
Jusuf Nurkic,POR,None,Bosnia and He...,12.7,14.6,23,26.4,79,48,31,14.3,6.1,0.0,2.2,63.0,2.3,0.8,1.4,3.1,32.1,27,0,2.0,84.0,280,16,25.7,74.3,85.7,41.3,46.8,1.0,53.3,4.3,40.3,29.7,0.1,2.1,5.2,8.7,1.7,54.9,45.1,0.03,9.8,1.9,4.3,58.6,0.7,38.2,0.4,39.7,0.3,33.9,8.8,53.2,2.0,45.1,2.0,39.8,2.6,44.6,3.2,38.7,2.8,36.3,103.1,3.6,11.5,8.7,23.7,50.5,52.8,25.7,98.73,3,1,12
Karl-Anthony Towns,MIN,Kentucky,USA,16.5,17.7,22,35.6,82,47,35,21.3,7.8,42.1,4.2,85.8,1.9,0.8,1.4,3.5,44.3,68,0,4.5,84.0,248,1,15.6,84.4,91.4,46.8,44.6,1.0,60.7,4.8,50.0,40.7,0.3,2.8,5.7,5.7,1.4,44.3,55.7,0.21,11.5,2.9,4.1,68.4,1.1,46.0,0.5,43.8,0.5,44.6,13.8,64.1,2.2,37.6,2.0,40.9,2.2,38.5,5.0,39.9,4.0,35.2,109.2,6.1,10.5,8.5,27.2,59.6,64.6,22.5,96.15,1,1,12
Kawhi Leonard,SAS,San Diego State,USA,18.2,17.2,27,23.3,9,5,4,16.2,5.8,31.4,3.4,81.6,1.8,2.0,1.0,1.0,32.5,0,0,1.9,79.0,230,15,9.1,90.9,100.0,42.9,33.3,0.3,60.9,7.4,23.9,32.3,0.2,2.6,10.7,0.2,2.7,30.8,69.2,0.0,3.1,2.6,2.0,72.0,0.4,40.0,1.3,52.2,0.7,42.9,8.0,55.0,1.7,34.9,2.2,57.1,1.1,30.3,2.0,32.1,3.0,34.2,95.4,3.9,19.1,2.9,15.9,51.8,57.2,30.4,98.81,0,5,10
Kelly Olynyk,MIA,Gonzaga,Canada,12.2,10.2,27,23.4,76,42,34,11.5,4.2,37.9,1.8,77.0,1.9,0.8,0.5,2.9,24.3,7,0,3.1,84.0,245,13,24.6,75.4,83.5,31.5,40.8,0.6,55.2,5.1,38.0,31.1,0.2,3.0,8.0,6.2,1.9,53.2,46.8,0.2,5.7,2.1,2.1,73.4,0.3,39.6,0.2,38.2,0.2,35.1,8.2,60.7,1.8,39.7,1.2,37.1,1.6,42.2,2.2,38.0,2.9,36.9,104.6,5.3,18.0,5.2,20.0,58.0,61.2,21.3,96.5,3,1,12
Kelly Oubre Jr.,WAS,Kansas,USA,7.9,9.4,22,27.5,81,43,38,11.8,3.9,34.1,2.4,82.0,1.1,1.0,0.4,2.9,22.1,0,0,-1.4,79.0,205,15,3.4,96.6,91.8,32.7,30.9,0.5,52.0,5.7,21.1,22.3,0.1,1.4,6.5,0.6,2.7,41.4,58.6,0.12,3.5,2.9,1.8,58.3,0.2,29.5,0.1,28.6,0.2,24.6,10.7,64.3,1.7,39.5,1.4,40.3,1.9,40.1,2.4,35.0,4.1,35.5,108.2,-2.4,6.7,2.6,13.6,48.2,53.4,18.8,99.49,3,4,13
Kemba Walker,CHA,Connecticut,USA,13.1,14.0,28,34.2,80,36,44,22.1,7.4,38.4,4.5,86.4,2.2,1.1,0.3,1.2,36.2,3,0,2.6,73.0,184,9,3.6,96.4,74.5,4.3,13.3,0.8,42.0,9.8,56.5,73.3,1.0,6.9,12.2,0.6,1.9,34.0,66.0,0.3,4.3,3.7,2.4,52.9,0.3,36.2,0.6,42.5,1.0,42.9,12.0,63.7,2.3,38.2,2.7,42.3,3.0,38.6,3.8,40.4,5.4,37.7,108.0,3.3,26.4,1.1,7.7,51.6,57.2,26.7,99.31,1,2,8
Kenneth Faried,DEN,Morehead State,USA,10.8,12.4,28,14.4,32,16,16,5.9,2.4,0.0,1.1,70.6,0.7,0.4,0.4,1.6,14.1,3,0,-1.3,80.0,228,22,41.4,58.6,86.9,38.1,52.3,0.2,53.7,4.9,13.8,10.0,0.1,0.6,4.5,2.4,0.7,50.0,50.0,0.16,3.2,1.4,1.9,57.5,0.2,25.0,0.2,45.5,0.1,60.0,6.4,63.6,1.0,41.8,0.8,42.6,1.2,47.5,1.7,42.5,1.3,29.5,108.1,-5.0,6.4,13.5,19.3,51.4,55.2,17.3,98.71,0,8,2
Kent Bazemore,ATL,Old Dominion,USA,9.9,8.3,28,27.5,65,19,46,12.9,4.4,39.4,2.5,79.6,2.4,1.5,0.7,2.3,27.0,0,0,-2.5,77.0,201,61,1.8,98.2,85.3,17.6,20.0,0.7,49.0,7.4,37.2,37.9,0.3,3.8,10.3,1.0,2.9,27.3,71.4,0.02,3.5,2.3,1.7,54.7,0.1,17.4,0.3,42.5,0.4,31.1,10.0,60.9,1.8,44.8,1.9,43.2,2.2,43.3,3.7,37.3,3.6,37.3,108.9,-4.5,19.9,1.4,12.4,50.0,54.7,22.1,99.1,1,2,1
Kentavious Caldwell-Pope,LAL,Georgia,USA,9.2,8.3,25,33.2,74,31,43,13.4,4.6,38.3,2.1,78.9,1.3,1.4,0.2,2.0,26.6,4,0,-0.7,77.0,205,8,13.2,86.8,89.8,26.9,21.7,0.6,58.6,7.3,28.6,29.0,0.3,2.6,9.0,0.2,2.3,33.6,66.4,0.08,2.4,1.9,1.5,64.0,0.1,23.3,0.2,34.3,0.5,37.0,13.6,61.6,2.7,41.4,2.0,40.6,2.6,41.5,3.1,35.1,4.4,35.0,107.4,-0.9,9.3,2.3,12.7,52.6,56.1,16.5,101.4,3,4,1
Kevin Durant,GSW,Texas,USA,16.8,16.2,29,34.2,68,49,19,26.4,9.3,41.9,5.3,88.9,3.0,0.7,1.8,2.0,47.0,15,2,5.2,81.0,240,2,4.7,95.3,91.4,37.0,28.4,0.7,62.0,6.6,42.0,51.4,0.7,6.3,14.9,1.5,1.5,32.9,67.1,0.04,6.3,3.4,2.7,71.0,0.7,54.9,1.4,50.5,1.8,50.0,13.5,61.0,2.6,38.2,2.3,37.1,2.5,38.7,3.7,37.7,4.8,35.5,108.9,7.0,24.3,1.5,16.9,58.6,64.0,29.3,102.24,1,2,8
Kevin Love,CLE,UCLA,USA,15.0,14.8,29,28.0,59,37,22,17.6,5.7,41.5,4.0,88.0,1.5,0.7,0.4,2.0,33.2,31,0,1.3,82.0,251,5,17.2,82.6,87.2,38.9,39.4,0.7,61.9,4.7,35.4,27.6,0.3,2.2,6.1,3.3,1.3,40.0,60.0,0.19,4.9,1.8,2.1,59.4,0.4,37.9,0.4,40.3,0.4,37.5,11.4,65.2,2.1,41.4,1.5,38.3,2.1,44.0,3.5,43.6,4.2,36.5,111.3,1.4,9.9,6.5,27.4,55.2,61.4,24.8,98.75,3,1,12
Kevon Looney,GSW,UCLA,USA,7.9,9.2,22,13.8,66,45,21,4.0,1.7,20.0,0.6,54.5,0.5,0.5,0.8,1.6,12.5,0,0,1.8,81.0,220,30,12.4,87.6,84.7,34.4,52.6,0.3,51.7,6.0,16.8,12.3,0.1,0.7,4.4,2.4,0.7,51.1,48.9,0.02,4.7,1.9,1.5,65.7,0.1,22.2,0.1,66.7,0.1,38.5,5.1,59.1,1.2,48.1,0.9,37.8,1.0,34.6,1.4,34.6,2.0,36.8,104.6,6.1,6.2,9.4,13.5,58.3,58.8,12.1,100.71,3,8,2
Khem Birch,ORL,UNLV,Canada,10.9,11.6,25,13.8,42,14,28,4.2,1.6,0.0,1.0,68.9,0.5,0.4,0.5,1.3,12.7,3,0,0.3,81.0,220,61,22.4,77.6,86.3,45.1,45.6,0.3,60.8,5.0,15.3,10.1,0.1,1.0,6.4,4.3,0.7,42.1,57.9,0.05,4.3,1.2,1.3,65.8,0.3,40.0,0.1,23.5,0.1,40.0,5.0,62.3,0.8,32.7,0.9,52.4,1.3,41.8,1.6,34.9,1.9,35.5,104.0,0.8,8.8,11.4,19.1,54.0,58.2,13.1,97.3,0,8,2
Khris Middleton,MIL,Texas A&M,USA,11.4,11.8,26,36.4,82,44,38,20.1,7.2,35.9,3.9,88.4,2.3,1.5,0.3,3.3,35.2,5,1,1.2,80.0,234,39,4.9,95.1,88.3,25.8,23.7,0.6,57.2,7.4,43.2,46.1,0.3,4.6,10.7,1.5,2.7,42.9,57.1,0.13,3.7,3.6,1.5,54.8,0.7,51.7,1.4,52.1,1.6,50.2,15.0,61.4,1.9,37.0,2.0,38.7,2.4,39.6,3.1,38.8,5.2,37.6,108.7,1.6,17.2,1.6,13.3,52.4,57.7,23.9,97.78,1,2,8
Klay Thompson,GSW,Washington State,USA,10.3,10.3,28,34.3,73,55,18,20.0,7.9,44.0,1.1,83.7,1.8,0.8,0.5,1.6,30.3,2,0,5.4,79.0,215,11,7.0,93.0,85.6,18.9,28.9,0.5,53.9,8.2,27.8,40.6,0.6,3.3,11.9,0.9,1.1,32.9,67.1,0.0,4.0,2.6,1.4,65.0,0.2,35.6,0.8,49.2,1.6,50.0,13.0,60.8,2.4,34.6,2.2,36.0,2.5,39.5,3.5,35.0,4.8,35.9,105.6,7.1,10.8,1.4,8.9,58.6,59.9,23.2,101.38,1,2,0
Kosta Koufos,SAC,Ohio State,USA,12.4,8.8,29,19.6,71,22,49,6.7,3.1,0.0,0.5,44.6,0.7,0.7,0.5,2.1,19.2,6,0,-3.1,84.0,265,23,19.3,80.7,85.9,40.2,39.4,0.4,63.4,4.8,27.8,18.2,0.1,1.4,5.1,6.2,1.2,50.0,50.0,0.0,5.9,1.3,1.7,66.3,1.0,48.7,0.3,47.1,0.0,100.0,6.7,59.8,1.5,40.6,1.1,41.3,1.1,38.6,2.5,39.6,2.7,38.6,106.8,-8.0,10.0,10.0,23.6,57.1,56.6,15.0,95.86,3,8,2
